Timestamp,T_Supply,T_Return,SP_Return,T_Saturation,T_Outdoor,RH_Supply,RH_Return,RH_Outdoor,Energy,Power
2019-10-15 00:00:00+02:00,19.859999,20.469999,18.5,19.02,20.299999,71.110001,58.919998,79.5,0,0
2019-10-15 00:15:00+02:00,19.855,20.43,18.5,19.02,20.299999,71.32,59,82,0,0
2019-10-15 00:30:00+02:00,19.85,20.41,18.5,19.02,20.299999,71.470001,59.109997,79.5,0,0
2019-10-15 00:45:00+02:00,19.84,20.379999,18.5,19.08,20.299999,71.439995,59.309998,77,0,0
2019-10-15 01:00:00+02:00,19.83,20.35,18.5,19.08,20.299999,71.580002,59.559998,79.5,0,0
2019-10-15 01:15:00+02:00,19.83,20.32,18.5,19.1,20.299999,71.599998,59.66,82,0,0
2019-10-15 01:30:00+02:00,19.834999,20.309999,18.5,19.119999,19.299999,71.659996,59.759998,85,0,0
2019-10-15 01:45:00+02:00,19.824999,20.299999,18.5,19.139999,19.299999,71.709999,59.899998,88,0,0
2019-10-15 02:00:00+02:00,19.82,20.27,18.5,19.16,19.299999,71.739998,60.02,85,0,0
2019-10-15 02:15:00+02:00,19.809999,20.26,18.5,19.16,19.299999,71.790001,60.09,82,0,0
2019-10-15 02:30:00+02:00,19.799999,20.225,18.5,19.199999,19.299999,71.760002,60.16,85,0,0
2019-10-15 02:45:00+02:00,19.809999,20.23,18.5,19.24,19.299999,71.879997,60.219997,88,0,0
2019-10-15 03:00:00+02:00,19.805,20.225,18.5,19.24,19.299999,72.029999,60.349998,88,0,0
2019-10-15 03:15:00+02:00,19.799999,20.215,18.5,19.24,19.299999,72.290001,60.48,88,0,0
2019-10-15 03:30:00+02:00,19.799999,20.195,18.5,19.26,19.299999,72.470001,60.629997,91,0,0
2019-10-15 03:45:00+02:00,19.779999,20.195,18.5,19.279999,19.299999,72.659996,60.829998,94,0,0
2019-10-15 04:00:00+02:00,19.779999,20.18,18.5,19.279999,19.299999,72.809998,61.009998,94,0,0
2019-10-15 04:15:00+02:00,19.76,20.17,18.5,19.299999,19.299999,73.080002,61.18,94,0,0
2019-10-15 04:30:00+02:00,19.75,20.17,18.5,19.34,19.299999,73.449997,61.349998,94,0,0
2019-10-15 04:45:00+02:00,19.73,20.17,18.5,19.32,19.299999,73.580002,61.57,94,0,0
2019-10-15 05:00:00+02:00,19.709999,20.154999,18.5,19.359999,19.299999,73.75,61.789997,94,0,0
2019-10-15 05:15:00+02:00,19.674999,20.135,18.5,19.379999,18.299999,73.949997,62,94,0,0
2019-10-15 05:30:00+02:00,19.66,20.115,18.5,19.359999,18.299999,74.199997,62.279999,94,0,0
2019-10-15 05:45:00+02:00,19.629999,20.105,18.5,19.379999,18.299999,74.379997,62.449997,94,0,0
2019-10-15 06:00:00+02:00,19.574999,20.074999,18.5,19.4,18.299999,74.659996,62.639999,97,0,0
2019-10-15 06:15:00+02:00,19.535,20.059999,18.5,19.42,18.299999,75.080002,62.689999,100,0,0
2019-10-15 06:30:00+02:00,19.5,20.035,18.5,19.459999,17.299999,75.5,62.739998,100,0,0
2019-10-15 06:45:00+02:00,19.449999,20.029999,18.5,19.439999,17.299999,76.040001,63.029999,100,0,0
2019-10-15 07:00:00+02:00,19.42,19.984999,18.5,19.48,16.299999,76.279999,63.299999,97,0,0
2019-10-15 07:15:00+02:00,20.754999,22.094999,18.5,19,16.299999,67.260002,54.849998,94,5,2.964
2019-10-15 07:30:00+02:00,18.07,22.01,18.5,16.039999,16.299999,74.989998,55.25,94,7,2.988
2019-10-15 07:45:00+02:00,17.529999,21.885,18.5,15.719999,16.299999,77,55.899998,94,8,2.964
2019-10-15 08:00:00+02:00,17.744999,21.764999,18.5,16.08,16.299999,76.779999,56.399998,94,7,2.904
2019-10-15 08:15:00+02:00,17.984999,21.715,18.5,16.34,16.299999,76.290001,56.739998,94,8,2.988
2019-10-15 08:30:00+02:00,17.789999,21.684999,18.5,16.08,16.299999,77.009995,57.029999,97,7,2.94
2019-10-15 08:45:00+02:00,18.164999,21.664999,18.5,16.52,16.299999,76.159996,57.32,100,7,2.988
2019-10-15 09:00:00+02:00,17.934999,21.645,18.5,16.219999,16.299999,76.939995,57.529999,100,8,3.108
2019-10-15 09:15:00+02:00,15.764999,21.594999,18.5,13.62,16.299999,84.699997,57.759998,100,11,5.256
2019-10-15 09:30:00+02:00,15.87,21.494999,18.5,13.559999,16.299999,84.009995,58.189999,100,13,5.268
2019-10-15 09:45:00+02:00,16.295,21.455,18.5,14.12,16.299999,84.069996,58.599998,100,14,5.268
2019-10-15 10:00:00+02:00,17.355,21.439999,18.5,15.08,16.299999,84.129997,59.619999,100,13,5.28
2019-10-15 10:15:00+02:00,17.885,21.465,18.5,15.42,16.299999,82.209999,60.549999,100,13,5.196
2019-10-15 10:30:00+02:00,17.41,21.484999,18.5,15.679999,16.299999,81.299995,60.639999,100,8,2.964
2019-10-15 10:45:00+02:00,17.129999,21.455,18.5,15.44,16.299999,81.589996,60.459999,100,8,2.94
2019-10-15 11:00:00+02:00,17.02,21.434999,18.5,15.339999,16.299999,81.729996,60.369999,100,7,2.964
2019-10-15 11:15:00+02:00,16.975,21.434999,18.5,15.339999,16.299999,82.089996,60.599998,100,8,2.976
2019-10-15 11:30:00+02:00,16.93,21.434999,18.5,15.36,16.299999,82.459999,60.73,100,7,2.964
2019-10-15 11:45:00+02:00,16.98,21.434999,18.5,15.42,16.299999,82.529999,60.84,100,8,2.964
2019-10-15 12:00:00+02:00,17.01,21.404999,18.5,15.5,16.299999,82.459999,60.989998,100,7,2.976
2019-10-15 12:15:00+02:00,17.23,21.434999,18.5,15.599999,16.299999,81.839996,61.23,100,7,2.952
2019-10-15 12:30:00+02:00,17.059999,21.475,18.5,15.48,16.299999,82.759995,61.449997,94,8,2.904
2019-10-15 12:45:00+02:00,17.119999,21.504999,18.5,15.559999,16.299999,82.82,61.48,88,8,2.952
2019-10-15 13:00:00+02:00,17.109999,21.525,18.5,15.58,16.299999,83.099998,61.66,88,7,2.964
2019-10-15 13:15:00+02:00,17.190001,21.57,18.5,15.639999,16.299999,82.970001,61.609997,88,7,2.976
2019-10-15 13:30:00+02:00,17.190001,21.615,18.5,15.639999,16.299999,83.18,61.709999,91,7,2.976
2019-10-15 13:45:00+02:00,17.26,21.645,18.5,15.7,16.299999,83.019997,61.859997,94,9,2.976
2019-10-15 14:00:00+02:00,17.234999,21.664999,18.5,15.679999,16.299999,83.129997,61.869999,91,7,2.976
2019-10-15 14:15:00+02:00,17.209999,21.6449995,18.5,15.66,16.299999,83.229996,61.919998,88,7,2.976
2019-10-15 14:30:00+02:00,17.254999,21.625,18.5,15.679999,16.299999,83.080002,61.98,91,7,2.976
2019-10-15 14:45:00+02:00,17.27,21.615,18.5,15.719999,16.299999,82.989998,62.039997,94,7,2.94
2019-10-15 15:00:00+02:00,17.32,21.584999,18.5,15.74,16.299999,82.909996,62.149998,94,9,2.976
2019-10-15 15:15:00+02:00,17.18,21.594999,18.5,15.58,16.299999,83.309998,62.25,94,7,2.976
2019-10-15 15:30:00+02:00,17.08,21.6,18.5,15.54,16.299999,83.589996,62.189999,94,7,2.964
2019-10-15 15:45:00+02:00,17.109999,21.615,18.5,15.54,16.299999,83.470001,62.25,94,7,2.976
2019-10-15 16:00:00+02:00,17.119999,21.539999,18.5,15.54,16.299999,83.5,62.389999,94,9,2.976
2019-10-15 16:15:00+02:00,17.154999,21.52,18.5,15.54,16.299999,83.339996,62.549999,94,7,2.94
2019-10-15 16:30:00+02:00,17.559999,21.535,18.5,15.339999,17.299999,82.82,62.59,94,8,5.208
2019-10-15 16:45:00+02:00,17.855,21.59,18.5,15.38,17.299999,81.229996,62.619999,94,14,5.244
2019-10-15 17:00:00+02:00,17.875,21.635,18.5,15.4,17.299999,81.07,62.509998,94,13,5.208
2019-10-15 17:15:00+02:00,17.924999,21.684999,18.5,15.46,18.299999,81.259995,62.359997,94,13,5.232
2019-10-15 17:30:00+02:00,18.065001,21.754999,18.5,15.54,19.299999,80.659996,62.48,94,12,5.244
2019-10-15 17:45:00+02:00,17.99,21.799999,18.5,15.52,18.299999,80.989998,62.189999,94,14,5.238
2019-10-15 18:00:00+02:00,17.875,21.814999,18.5,15.42,18.299999,81.159996,62.02,94,12,5.232
2019-10-15 18:15:00+02:00,17.85,21.824999,18.5,15.4,18.299999,80.040001,61.579998,94,14,5.208
2019-10-15 18:30:00+02:00,18.145,21.859999,18.5,15.559999,18.299999,77.839996,61.18,97,13,5.232
2019-10-15 18:45:00+02:00,17.934999,21.889999,18.5,15.46,19.299999,79.389999,60.91,100,13,5.232
2019-10-15 19:00:00+02:00,17.824999,21.904999,18.5,15.259999,19.299999,78.089996,60.699997,97,13,5.22
2019-10-15 19:15:00+02:00,18.264999,21.895,18.5,15.74,19.299999,79.369995,60.789997,94,13,5.184
2019-10-15 19:30:00+02:00,18.014999,21.865,18.5,15.46,19.299999,80.790001,61.209999,94,14,5.244
2019-10-15 19:45:00+02:00,17.914999,21.84,18.5,15.44,20.299999,81.159996,61.459999,94,12,5.196
2019-10-15 20:00:00+02:00,17.859999,21.799999,18.5,15.28,20.299999,81.439995,61.73,97,13,5.244
2019-10-15 20:15:00+02:00,18.234999,21.77,18.5,15.74,19.299999,81,62.149998,100,13,5.196
2019-10-15 20:30:00+02:00,17.914999,21.775,18.5,15.48,19.299999,81.739998,62.25,100,13,5.232
2019-10-15 20:45:00+02:00,18.094999,21.764999,18.5,15.58,18.299999,81.720001,62.57,100,13,5.196
2019-10-15 21:00:00+02:00,17.754999,21.789999,18.5,15.259999,18.299999,82.419998,62.66,100,14,5.208
2019-10-15 21:15:00+02:00,18.385,21.1,18.5,16.940001,18.299999,80.669998,64.639999,100,2,0
2019-10-15 21:30:00+02:00,18.885,20.639999,18.5,17.52,18.299999,79.259995,65.979996,100,0,0
2019-10-15 21:45:00+02:00,19.125,20.41,18.5,17.9,18.299999,79.799995,66.619995,100,0,0
2019-10-15 22:00:00+02:00,19.219999,20.279999,18.5,18.18,17.299999,79.559998,67.189995,100,0,0
2019-10-15 22:15:00+02:00,19.199999,20.189999,18.5,18.199999,17.299999,79.879997,67.709999,100,0,0
2019-10-15 22:30:00+02:00,19.174999,20.115,18.5,18.299999,17.299999,80.269997,68.139999,100,0,0
2019-10-15 22:45:00+02:00,19.135,20.045,18.5,18.42,17.299999,80.439995,68.559998,100,0,0
2019-10-15 23:00:00+02:00,19.109999,19.984999,18.5,18.539999,17.299999,80.409996,68.939995,100,0,0
2019-10-15 23:15:00+02:00,19.094999,19.885,18.5,18.539999,17.299999,80.619995,69.290001,100,0,0
2019-10-15 23:30:00+02:00,19.074999,19.875,18.5,18.440001,17.299999,81.229996,69.549995,100,0,0
2019-10-15 23:45:00+02:00,19.059999,19.824999,18.5,18.5,17.299999,81.529999,69.860001,100,0,0
2019-10-16 00:00:00+02:00,19.039999,19.785,18.5,18.5,17.299999,81.75,70.099998,97,0,0
2019-10-16 00:15:00+02:00,19.014999,19.734999,18.5,18.539999,16.299999,81.739998,70.169998,94,0,0
2019-10-16 00:30:00+02:00,18.984999,19.705,18.5,18.559999,16.299999,81.779999,70.290001,97,0,0
2019-10-16 00:45:00+02:00,18.945,19.654999,18.5,18.6,16.299999,81.589996,70.419998,100,0,0
2019-10-16 01:00:00+02:00,18.93,19.615,18.5,18.6,16.299999,81.739998,70.489998,97,0,0
2019-10-16 01:15:00+02:00,18.92,19.594999,18.5,18.6,16.299999,82.129997,70.559998,94,0,0
2019-10-16 01:30:00+02:00,18.91,19.574999,18.5,18.6,16.299999,82.339996,70.589996,94,0,0
2019-10-16 01:45:00+02:00,18.895,19.564999,18.5,18.619999,16.299999,82.559998,70.729996,94,0,0
2019-10-16 02:00:00+02:00,18.84,19.525,18.5,18.639999,16.299999,82.589996,70.830002,94,0,0
2019-10-16 02:15:00+02:00,18.785,19.475,18.5,18.699999,16.299999,82.309998,70.849998,94,0,0
2019-10-16 02:30:00+02:00,18.744999,19.455,18.5,18.699999,16.299999,81.919998,70.779999,94,0,0
2019-10-16 02:45:00+02:00,18.674999,19.404999,18.5,18.74,16.299999,81.739998,70.809998,94,0,0
2019-10-16 03:00:00+02:00,18.654999,19.395,18.5,18.699999,16.299999,81.489998,70.720001,94,0,0
2019-10-16 03:15:00+02:00,18.625,19.355,18.5,18.719999,15.3,81.419998,70.699997,94,0,0
2019-10-16 03:30:00+02:00,18.584999,19.314999,18.5,18.719999,15.3,81.239998,70.639999,94,0,0
2019-10-16 03:45:00+02:00,18.565001,19.285,18.5,18.699999,15.3,80.849998,70.529999,94,0,0
2019-10-16 04:00:00+02:00,18.52,19.244999,18.5,18.699999,15.3,80.589996,70.339996,97,0,0
2019-10-16 04:15:00+02:00,18.440001,19.23,18.5,18.699999,15.3,79.879997,70.169998,100,0,0
2019-10-16 04:30:00+02:00,18.355,19.23,18.5,18.68,15.3,79.07,69.849998,100,0,0
2019-10-16 04:45:00+02:00,18.324999,19.174999,18.5,18.66,14.3,79.32,69.389999,100,0,0
2019-10-16 05:00:00+02:00,18.305,19.115,18.5,18.66,15.3,80.689995,68.949997,100,0,0
2019-10-16 05:15:00+02:00,18.305,19.09,18.5,18.639999,15.3,82.709999,69.029999,100,0,0
2019-10-16 05:30:00+02:00,18.295,19.064999,18.5,18.639999,15.3,83.989998,69.330002,100,0,0
2019-10-16 05:45:00+02:00,18.225,18.994999,18.5,18.559999,15.3,84.68,69.360001,100,0,0
2019-10-16 06:00:00+02:00,18.164999,18.934999,18.5,18.539999,15.3,82.04499917,68.919998,100,0,0
2019-10-16 06:15:00+02:00,18.105,18.865,18.5,18.5,15.3,79.40999833,68.489998,100,0,0
2019-10-16 06:30:00+02:00,18.004999,18.799999,18.5,18.459999,15.3,76.7749975,68.220001,100,0,0
2019-10-16 06:45:00+02:00,17.945,18.744999,18.5,18.440001,15.3,74.13999667,68.029999,100,0,0
2019-10-16 07:00:00+02:00,17.914999,18.699999,18.5,18.379999,15.3,71.50499583,67.580002,97,0,0
2019-10-16 07:15:00+02:00,21.135,21.455,18.5,19.98,15.3,68.869995,60.32,94,5,2.988
2019-10-16 07:30:00+02:00,21.49,21.455,18.5,20.16,15.3,67.400002,60.059998,94,7,2.988
2019-10-16 07:45:00+02:00,21.6,21.455,18.5,20.26,15.3,66.779999,59.84,94,7,2.988
2019-10-16 08:00:00+02:00,21.689999,21.455,18.5,20.34,15.3,66.330002,59.599998,94,7,2.94
2019-10-16 08:15:00+02:00,19.809999,21.455,18.5,18.16,15.3,70.779999,59.419998,94,9,2.964
2019-10-16 08:30:00+02:00,18.639999,21.355,18.5,16.74,15.3,73.739998,59.489998,90.5,7,2.952
2019-10-16 08:45:00+02:00,16.809999,21.234999,18.5,14.92,15.3,78.949997,59.59,87,7,2.928
2019-10-16 09:00:00+02:00,16.82,21.105,18.5,15.179999,15.3,78.979996,59.73,81.5,7,2.964
2019-10-16 09:15:00+02:00,14.65,21.035,18.5,12.98,15.3,84.209999,59.619999,76,8,2.976
2019-10-16 09:30:00+02:00,15.495,20.92,18.5,14.179999,15.3,83.580002,59.699997,79,8,2.988
2019-10-16 09:45:00+02:00,16.889999,20.885,18.5,15.4,15.3,78.82,59.879997,82,7,2.904
2019-10-16 10:00:00+02:00,17.190001,20.9,18.5,15.58,15.3,77.580002,59.689999,77,7,2.904
2019-10-16 10:15:00+02:00,16.99,20.914999,18.5,15.299999,15.3,78.049995,59.559998,72,8,2.964
2019-10-16 10:30:00+02:00,17.309999,20.914999,18.5,15.74,15.3,76.879997,59.41,74.5,7,2.952
2019-10-16 10:45:00+02:00,17,20.914999,18.5,15.339999,15.3,77.439995,59.209999,77,8,2.964
2019-10-16 11:00:00+02:00,17.190001,20.914999,18.5,15.62,17.299999,76.970001,59.09,74.5,7,2.964
2019-10-16 11:15:00+02:00,17.764999,20.99,18.5,15.299999,18.299999,72.909996,58.489998,72,12,5.304
2019-10-16 11:30:00+02:00,17.805,21.055,18.5,15.28,17.299999,73.150002,57.899998,65.5,14,5.268
2019-10-16 11:45:00+02:00,18.215,21.094999,18.5,15.74,17.299999,72.459999,57.73,59,13,5.268
2019-10-16 12:00:00+02:00,18.184999,21.1,18.5,15.66,18.299999,72.68,57.709999,59,13,5.232
2019-10-16 12:15:00+02:00,18.225,21.154999,18.5,15.66,18.299999,72.889999,57.799999,59,13,5.268
2019-10-16 12:30:00+02:00,18.184999,21.215,18.5,15.599999,18.299999,72.860001,57.709999,55.5,13,5.244
2019-10-16 12:45:00+02:00,18.295,21.334999,18.5,15.7,18.299999,72.589996,57.59,52,14,5.256
2019-10-16 13:00:00+02:00,17.74,21.355,18.5,15.24,20.299999,73.610001,57.419998,54,13,5.22
2019-10-16 13:15:00+02:00,18.264999,21.355,18.5,15.679999,21.299999,70.139999,57.009998,56,12,5.244
2019-10-16 13:30:00+02:00,18.295,21.395,18.5,15.74,22.299999,69.879997,56.219997,56,13,5.244
2019-10-16 13:45:00+02:00,18.295,21.469999,18.5,15.74,22.299999,70.459999,55.73,56,14,5.232
2019-10-16 14:00:00+02:00,18.209999,21.52,18.5,15.66,21.299999,71.369995,55.789997,54,12,5.22
2019-10-16 14:15:00+02:00,18.004999,21.52,18.5,15.48,23.299999,71.389999,55.699997,52,14,5.244
2019-10-16 14:30:00+02:00,17.875,21.555,18.5,15.38,23.299999,70.939995,55.529999,54,13,5.244
2019-10-16 14:45:00+02:00,18.334999,21.564999,18.5,15.719999,24.299999,71.519997,55.34,56,13,5.256
2019-10-16 15:00:00+02:00,17.875,21.545,18.5,15.4,24.299999,72.040001,55.41,54,13,5.244
2019-10-16 15:15:00+02:00,17.914999,21.52,18.5,15.4,24.299999,70.07,54.77,52,13,5.244
2019-10-16 15:30:00+02:00,18.184999,21.539999,18.5,15.58,25.299999,70.260002,54.469997,52,14,5.256
2019-10-16 15:45:00+02:00,18.539999,21.594999,18.5,15.98,25.299999,68.519997,54.379997,52,13,5.28
2019-10-16 16:00:00+02:00,18.34,21.625,18.5,15.719999,25.299999,68.260002,53.860001,50.5,13,5.22
2019-10-16 16:15:00+02:00,18.639999,21.684999,18.5,16.08,25.299999,67.839996,53.949997,49,12,5.232
2019-10-16 16:30:00+02:00,18.695,21.734999,18.5,16.219999,25.299999,64.93,53.079998,50.5,14,5.244
2019-10-16 16:45:00+02:00,19.184999,21.799999,18.5,16.6,25.299999,63,52.02,52,12,5.256
2019-10-16 17:00:00+02:00,19.139999,21.975,18.5,16.6,25.299999,62.129997,51.18,53,14,5.28
2019-10-16 17:15:00+02:00,19.459999,22.01,18.5,16.76,25.299999,60.739998,50.489998,54,13,5.22
2019-10-16 17:30:00+02:00,19.969999,22.064999,18.5,17.359999,25.299999,58.449997,49.799999,55,13,5.268
2019-10-16 17:45:00+02:00,19.955,22.08,18.5,17.18,25.299999,57.199997,49.039997,56,13,5.196
2019-10-16 18:00:00+02:00,20.205,22.094999,18.5,17.52,24.299999,57.779999,48.5,57.5,12,5.256
2019-10-16 18:15:00+02:00,20.295,22.105,18.5,17.559999,25.299999,54.610001,47.75,59,15,5.256
2019-10-16 18:30:00+02:00,20.615,22.094999,18.5,17.82,24.299999,52.25,46.689999,61,12,5.16
2019-10-16 18:45:00+02:00,21.014999,22.094999,18.5,18.26,24.299999,53.27,45.649998,63,13,5.22
2019-10-16 19:00:00+02:00,21.084999,22.084999,18.5,18.34,24.299999,51.869999,45.119999,63,13,5.184
2019-10-16 19:15:00+02:00,21.18,22.055,18.5,18.299999,24.299999,51.079998,44.66,63,13,5.184
2019-10-16 19:30:00+02:00,21.115,22.049999,18.5,18.199999,23.299999,50.799999,44.239998,67.5,13,5.172
2019-10-16 19:45:00+02:00,21.074999,22.01,18.5,18.34,23.299999,50.75,43.899998,72,12,5.208
2019-10-16 20:00:00+02:00,21.18,21.969999,18.5,18.32,22.299999,51.43,43.809998,72,15,5.22
2019-10-16 20:15:00+02:00,21.404999,21.904999,18.5,18.699999,20.299999,51.41,43.879997,72,12,5.208
2019-10-16 20:30:00+02:00,20.834999,21.855,18.5,18.68,19.299999,55.349998,44.239998,74.5,12,2.94
2019-10-16 20:45:00+02:00,20.285,21.814999,18.5,18.32,19.299999,57.489998,45.41,77,7,2.952
2019-10-16 21:00:00+02:00,20.189999,21.744999,18.5,18.34,18.299999,58.549999,46.279999,77,7,2.964
2019-10-16 21:15:00+02:00,19.959999,21.279999,18.5,19.18,18.299999,59.109997,47.689999,77,1,0
2019-10-16 21:30:00+02:00,19.789999,20.85,18.5,19.48,18.299999,59.579998,48.59,82.5,0,0
2019-10-16 21:45:00+02:00,19.629999,20.709999,18.5,19.58,18.299999,60.199997,49.07,88,0,0
2019-10-16 22:00:00+02:00,19.52,20.525,18.5,19.66,18.299999,60.539997,49.669998,82.5,0,0
2019-10-16 22:15:00+02:00,19.42,20.404999,18.5,19.559999,17.299999,62.219997,50.200001,77,0,0
2019-10-16 22:30:00+02:00,19.309999,20.299999,18.5,19.559999,17.299999,63.369999,50.649998,77,0,0
2019-10-16 22:45:00+02:00,19.219999,20.18,18.5,19.559999,17.299999,65.019997,51.27,77,0,0
2019-10-16 23:00:00+02:00,19.109999,20.074999,18.5,19.539999,17.299999,66.080002,51.849998,77,0,0
2019-10-16 23:15:00+02:00,19.045,19.984999,18.5,19.379999,16.299999,65.869995,52.379997,77,0,0
2019-10-16 23:30:00+02:00,19.004999,19.93,18.5,19.32,16.299999,66.379997,52.68,82.5,0,0
2019-10-16 23:45:00+02:00,18.984999,19.875,18.5,19.279999,16.299999,66.909996,53.139999,88,0,0
2019-10-17 00:00:00+02:00,18.945,19.814999,18.5,19.24,16.299999,67.369995,53.539997,85,0,0
2019-10-17 00:15:00+02:00,18.92,19.754999,18.5,19.199999,16.299999,67.589996,53.829998,82,0,0
2019-10-17 00:30:00+02:00,18.895,19.705,18.5,19.18,16.299999,67.830002,54.110001,82,0,0
2019-10-17 00:45:00+02:00,18.859999,19.674999,18.5,19.139999,16.299999,68.169998,54.449997,82,0,0
2019-10-17 01:00:00+02:00,18.824999,19.625,18.5,19.119999,16.299999,68.209999,54.699997,82,0,0
2019-10-17 01:15:00+02:00,18.764999,19.574999,18.5,19.1,16.299999,68.099998,54.91,82,0,0
2019-10-17 01:30:00+02:00,18.705,19.525,18.5,19.08,16.299999,68.019997,55.09,82,0,0
2019-10-17 01:45:00+02:00,18.645,19.465,18.5,19.08,15.3,68.040001,55.259998,82,0,0
2019-10-17 02:00:00+02:00,18.594999,19.414999,18.5,19.02,15.3,67.919998,55.379997,82,0,0
2019-10-17 02:15:00+02:00,18.545,19.365,18.5,19.02,15.3,67.919998,55.469997,82,0,0
2019-10-17 02:30:00+02:00,18.504999,19.305,18.5,19,15.3,67.75,55.619999,88,0,0
2019-10-17 02:45:00+02:00,18.440001,19.244999,18.5,18.98,15.3,67.720001,55.689999,94,0,0
